ENSG00000263185 	 ENST00000571438 	 ENSE00002722659
ENSG00000265551 	 ENST00000578828 	 ENSE00002926487
ENSG00000265551 	 ENST00000578828 	 ENSE00002456107
ENSG00000265551 	 ENST00000578828 	 ENSE00002522444
ENSG00000265551 	 ENST00000578828 	 ENSE00002729882
ENSG00000265551 	 ENST00000578828 	 ENSE00002692549
ENSG00000265551 	 ENST00000578828 	 ENSE00002932316
ENSG00000265551 	 ENST00000578828 	 ENSE00002515573
ENSG00000265551 	 ENST00000578828 	 ENSE00002482104
ENSG00000265551 	 ENST00000578828 	 ENSE00002474818
ENSG00000265551 	 ENST00000578828 	 ENSE00002714952
ENSG00000265551 	 ENST00000578828 	 ENSE00002715287
ENSG00000265551 	 ENST00000578828 	 ENSE00002527745
ENSG00000265551 	 ENST00000578828 	 ENSE00002449138
ENSG00000265551 	 ENST00000578828 	 ENSE00002460690
ENSG00000265551 	 ENST00000578828 	 ENSE00002478885
ENSG00000265551 	 ENST00000578828 	 ENSE00002503309
ENSG00000265551 	 ENST00000578828 	 ENSE00002502338
ENSG00000265551 	 ENST00000578828 	 ENSE00002467812
ENSG00000265551 	 ENST00000578828 	 ENSE00002703591
ENSG00000265551 	 ENST00000578828 	 ENSE00002688817
ENSG00000265551 	 ENST00000578828 	 ENSE00002693166
ENSG00000265551 	 ENST00000578828 	 ENSE00002706956
ENSG00000265551 	 ENST00000578828 	 ENSE00002889068
ENSG00000265551 	 ENST00000578828 	 ENSE00002948291
ENSG00000265551 	 ENST00000578828 	 ENSE00002530063
ENSG00000266662 	 ENST00000584893 	 ENSE00002719043
ENSG00000266662 	 ENST00000584893 	 ENSE00002709791
ENSG00000266662 	 ENST00000584893 	 ENSE00002702593
ENSG00000266662 	 ENST00000584893 	 ENSE00002712370
ENSG00000266662 	 ENST00000584893 	 ENSE00002699984
ENSG00000266662 	 ENST00000581300 	 ENSE00002730763
ENSG00000266662 	 ENST00000581300 	 ENSE00002709791
ENSG00000266662 	 ENST00000581300 	 ENSE00002702593
ENSG00000266662 	 ENST00000581300 	 ENSE00002721613
ENSG00000266662 	 ENST00000581300 	 ENSE00002691791
